,CatalogProfile,FeatureName,InspPointName,NWT,MAWT,FirstWT,LastWt,MeasCrRate,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Nominal-Wall-Thickness,Operating-Pressure,Operating-Temperature,Quality-Factor,Kavg,MassButane,MassCOTwo,MassEthane,MassiButane,MassiPentane,MassMethane,MassnHeptane,MassNitrogen,MassPentane,MassPropane,MassWater,MWButane,MWCOTwo,MWEthane,MWiButane,MWiPentane,MWMethane,MWnHeptane,MWNITROGEN,MWPentane,MWPropane,MWWater,Matcat,Mattyp,SumofMass,SumofMW,Volumeofrelease
23379,PI,TEE 6X6M,T4-1,10.97,8.39,13.76,13.0,0.077,199258.48,0.0,ASME B31.3,20684.0,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23381,PI,TEE 6X6M,T4-1,10.97,8.39,14.26,14.1,0.225,199258.48,0.0,ASME B31.3,20684.0,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23384,PI,TEE 6X6M,T3-1,10.97,8.39,13.76,13.0,0.077,199258.48,0.0,ASME B31.3,20684.0,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23386,PI,TEE 6X6M,T3-1,10.97,8.39,14.26,14.1,0.225,199258.48,0.0,ASME B31.3,20684.0,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23389,PI,TEE 6X6M,T5-1,10.97,8.39,13.76,13.0,0.077,199258.48,0.0,ASME B31.3,20684.0,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23391,PI,TEE 6X6M,T5-1,10.97,8.39,14.26,14.1,0.225,199258.48,0.0,ASME B31.3,20684.0,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23396,PI,TEE 2X2B,T1-2,5.54,1.8,6.02,6.0,0.004,206842.71,3.0,ASME B31.3,2999.22,121.11,A815 CL WP-S S31803,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.018
23403,PI,TEE 2X2B,T1-2,6.35,1.8,6.48,6.4,0.018,137895.14,3.0,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,25.0,6.35,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.004
23409,PI,TEE 10X10B,T2-2,9.27,4.66,21.6,20.01,0.263,199258.48,0.0,ASME B31.3,6890.0,149.0,A815 CL WP-S S31803,AFS,250.0,9.27,5540.0,100.0,1.0,1.284962,7.5556,905.7258,123.287,36.0344,15.1515,1059.50805,41.0861,40.9092,9.3795,92.1481,66.11872,0.360344,9.057,1.23287,0.075556,0.151515,10.59508,0.411,0.409,0.093795,0.921481,0.661187,DSS,AFS,2396.986,23.969828,0.162
23410,PI,TEE 6X6M,T1-1,7.11,4.15,11.8,10.38,0.223,115142.44,0.0,ASME B31.3,5791.59,60.0,A312 TP 316L,AS,150.0,7.11,4964.23,40.56,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,SS,AS,2797.19,27.972157,0.251
23411,PI,TEE 6X6B,T1-2,7.11,4.15,8.1,6.97,0.177,115142.44,0.0,ASME B31.3,5791.59,60.0,A312 TP 316L,AS,150.0,7.11,4964.23,40.56,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,SS,AS,2797.19,27.972157,0.251
23430,PI,TEE 24X24M,T1-1,30.96,19.31,31.1,30.93,0.03,137895.14,3.0,ASME B31.3,8963.18,104.44,A420 Gr WPL6,FS,600.0,30.96,7618.71,40.56,1.0,1.292089,37.66176,781.054272,179.596082,37.789624,13.73736,1119.100365,1.362856,43.714002,10.339095,142.344565,0.001802,0.377896,7.811,1.795961,0.376618,0.137374,11.191004,0.014,0.437,0.103391,1.423446,1.8e-05,CS,FS,2380.468,23.805566,2.828
23442,PI,ELBOW,E2,7.11,2.8,7.78,7.16,0.081,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,150.0,7.11,344.74,113.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.968,29.329836,0.083
23445,PI,ELBOW,E3,7.11,2.8,7.78,7.16,0.081,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,150.0,7.11,344.74,113.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.968,29.329836,0.083
23448,PI,ELBOW,E1,7.11,2.8,7.78,7.16,0.081,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,150.0,7.11,344.74,113.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.968,29.329836,0.083
23453,PI,ELBOW,E1,3.91,1.8,3.5,3.29,0.035,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,50.0,3.91,5067.0,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.001
23456,PI,ELBOW 2,E2,3.91,1.8,3.57,3.57,0.0,206842.71,0.0,ASME B31.3,1654.74,121.11,A815 CL WP-S S31803,AFS,50.0,3.91,482.63,98.89,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,DSS,AFS,2797.19,27.972157,0.003
23458,PI,ELBOW,E1,3.91,1.8,3.16,3.13,0.005,206842.71,0.0,ASME B31.3,1654.74,121.11,A815 CL WP-S S31803,AFS,50.0,3.91,482.63,98.89,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,DSS,AFS,2797.19,27.972157,0.008
23460,PI,ELBOW,E2,3.91,1.8,3.16,3.13,0.005,206842.71,0.0,ASME B31.3,1654.74,121.11,A815 CL WP-S S31803,AFS,50.0,3.91,482.63,98.89,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,DSS,AFS,2797.19,27.972157,0.008
23461,PI,ELBOW,E1,3.91,1.8,3.59,3.59,0.0,206842.71,0.0,ASME B31.3,1654.74,121.11,A815 CL WP-S S31803,AFS,50.0,3.91,482.63,98.89,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,DSS,AFS,2797.19,27.972157,0.006
23462,PI,ELBOW,E1,3.91,1.8,3.82,3.82,0.0,206842.71,0.0,ASME B31.3,1654.74,121.11,A815 CL WP-S S31803,AFS,50.0,3.91,482.63,98.89,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,DSS,AFS,2797.19,27.972157,0.006
23463,PI,ELBOW,E2,3.91,1.8,3.59,3.59,0.0,206842.71,0.0,ASME B31.3,1654.74,121.11,A815 CL WP-S S31803,AFS,50.0,3.91,482.63,98.89,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,DSS,AFS,2797.19,27.972157,0.006
23464,PI,ELBOW,E2,3.91,1.8,3.82,3.82,0.0,206842.71,0.0,ASME B31.3,1654.74,121.11,A815 CL WP-S S31803,AFS,50.0,3.91,482.63,98.89,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,DSS,AFS,2797.19,27.972157,0.006
23467,PI,ELBOW,E1,3.38,1.8,3.59,3.3,0.04,115142.44,0.0,ASME B31.3,1689.22,121.11,A312 TP 316L,AS,25.0,3.38,482.64,112.78,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,SS,AS,2797.19,27.972157,0.005
23468,PI,ELBOW,E1,3.38,1.8,3.77,3.49,0.039,115142.44,0.0,ASME B31.3,1689.22,121.11,A312 TP 316L,AS,25.0,3.38,482.64,112.78,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,SS,AS,2797.19,27.972157,0.005
23481,PI,ELBOW,E1,7.11,5.63,8.0,7.4,0.107,199258.48,0.0,ASME B31.3,4900.0,149.0,A815 CL WP-S S31803,AFS,150.0,7.11,11200.0,85.0,1.0,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,DSS,AFS,2384.493,23.844734,0.449
23483,PI,ELBOW,E24,7.11,5.63,8.0,7.4,0.107,199258.48,0.0,ASME B31.3,4900.0,149.0,A815 CL WP-S S31803,AFS,150.0,7.11,11200.0,85.0,1.0,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,DSS,AFS,2384.493,23.844734,0.449
23484,PI,ELBOW,E1,10.97,8.35,11.1,11.09,0.001,199258.48,0.0,ASME B31.3,5200.0,149.0,A815 CL WP-S S31803,AFS,150.0,10.97,18200.0,85.0,1.0,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,DSS,AFS,2384.493,23.844734,0.384
23486,PI,ELBOW,E4,3.91,2.02,4.67,4.1,0.102,199258.48,0.0,ASME B31.3,13700.0,149.0,A815 CL WP-S S31803,AFS,50.0,3.91,6000.0,85.0,1.0,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,DSS,AFS,2384.493,23.844734,0.006
23489,PI,ELBOW,E2,3.91,2.02,4.67,4.1,0.102,199258.48,0.0,ASME B31.3,13700.0,149.0,A815 CL WP-S S31803,AFS,50.0,3.91,6000.0,85.0,1.0,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,DSS,AFS,2384.493,23.844734,0.006
23492,PI,ELBOW,E1,3.91,2.02,4.67,4.1,0.102,199258.48,0.0,ASME B31.3,13700.0,149.0,A815 CL WP-S S31803,AFS,50.0,3.91,6000.0,85.0,1.0,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,DSS,AFS,2384.493,23.844734,0.006
23575,PI,TEE 24X24B,T1-2,17.48,8.44,24.2,23.89,0.049,206842.71,0.0,ASME B31.3,5791.6,121.11,A815 CL WP-S S31803,AFS,600.0,17.48,5060.75,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,19.484
23600,PI,ELBOW,E1,6.02,2.3,5.71,5.5,0.128,137895.14,3.0,ASME B31.3,1034.21,121.11,A420 Gr WPL6,FS,100.0,6.02,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.07
23601,PI,ELBOW,E1,6.02,2.3,7.8,6.43,0.133,137895.14,3.0,ASME B31.3,1034.21,121.11,A420 Gr WPL6,FS,100.0,6.02,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.07
23602,PI,ELBOW,E1,6.02,2.3,5.91,5.86,0.03,137895.14,3.0,ASME B31.3,1034.21,121.11,A420 Gr WPL6,FS,100.0,6.02,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.07
23603,PI,ELBOW,E3,6.02,2.3,5.71,5.5,0.128,137895.14,3.0,ASME B31.3,1034.21,121.11,A420 Gr WPL6,FS,100.0,6.02,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.07
23604,PI,ELBOW,E3,6.02,2.3,7.8,6.43,0.133,137895.14,3.0,ASME B31.3,1034.21,121.11,A420 Gr WPL6,FS,100.0,6.02,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.07
23605,PI,ELBOW,E3,6.02,2.3,5.91,5.86,0.03,137895.14,3.0,ASME B31.3,1034.21,121.11,A420 Gr WPL6,FS,100.0,6.02,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.07
23606,PI,ELBOW,E2,6.02,2.3,5.71,5.5,0.128,137895.14,3.0,ASME B31.3,1034.21,121.11,A420 Gr WPL6,FS,100.0,6.02,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.07
23607,PI,ELBOW,E2,6.02,2.3,7.8,6.43,0.133,137895.14,3.0,ASME B31.3,1034.21,121.11,A420 Gr WPL6,FS,100.0,6.02,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.07
23608,PI,ELBOW,E2,6.02,2.3,5.91,5.86,0.03,137895.14,3.0,ASME B31.3,1034.21,121.11,A420 Gr WPL6,FS,100.0,6.02,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.07
23628,PI,ELBOW,E3,8.74,5.46,7.7,7.6,0.016,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23629,PI,ELBOW,E3,8.74,5.46,8.3,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23630,PI,ELBOW,E3,8.74,5.46,8.49,8.1,0.064,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23631,PI,ELBOW,E3,8.74,5.46,8.18,8.0,0.029,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23632,PI,ELBOW,E3,8.74,5.46,7.97,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23633,PI,ELBOW,E2,8.74,5.46,7.7,7.6,0.016,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23634,PI,ELBOW,E2,8.74,5.46,8.3,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23635,PI,ELBOW,E2,8.74,5.46,8.49,8.1,0.064,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23636,PI,ELBOW,E2,8.74,5.46,8.18,8.0,0.029,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23637,PI,ELBOW,E2,8.74,5.46,7.97,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23638,PI,ELBOW,E5,8.74,5.46,7.7,7.6,0.016,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23639,PI,ELBOW,E5,8.74,5.46,8.3,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23640,PI,ELBOW,E5,8.74,5.46,8.49,8.1,0.064,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23641,PI,ELBOW,E5,8.74,5.46,8.18,8.0,0.029,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23642,PI,ELBOW,E5,8.74,5.46,7.97,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23643,PI,ELBOW,E4,8.74,5.46,7.7,7.6,0.016,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23644,PI,ELBOW,E4,8.74,5.46,8.3,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
23645,PI,ELBOW,E4,8.74,5.46,8.49,8.1,0.064,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,1842.97,35.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.966,29.329836,0.022
