,CatalogProfile,FeatureName,InspPointName,NWT,MAWT,FirstWT,LastWt,MeasCrRate,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Nominal-Wall-Thickness,Operating-Pressure,Operating-Temperature,Quality-Factor,Kavg,MassButane,MassCOTwo,MassEthane,MassiButane,MassiPentane,MassMethane,MassnHeptane,MassNitrogen,MassPentane,MassPropane,MassWater,MWButane,MWCOTwo,MWEthane,MWiButane,MWiPentane,MWMethane,MWnHeptane,MWNITROGEN,MWPentane,MWPropane,MWWater,Matcat,Mattyp,SumofMass,SumofMW,Volumeofrelease
23088,PI,TEE 16X6M,T3-1,12.7,9.21,20.23,17.4,0.485,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23090,PI,TEE 16X6M,T3-1,12.7,9.21,19.07,19.1,0.187,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23092,PI,TEE 16X6M,T3-1,12.7,9.21,19.42,17.4,0.346,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23093,PI,TEE 16X6M,T1-1,12.7,9.21,19.22,19.0,0.037,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23094,PI,TEE 16X6M,T1-1,12.7,9.21,16.21,18.3,0.071,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23096,PI,TEE 16X6M,T1-1,12.7,9.21,19.21,19.1,0.018,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23097,PI,TEE 16X6M,T1-1,12.7,9.21,20.23,17.4,0.485,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23099,PI,TEE 16X6M,T1-1,12.7,9.21,19.07,19.1,0.187,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23101,PI,TEE 16X6M,T1-1,12.7,9.21,19.42,17.4,0.346,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23102,PI,TEE 16X6M,T2-1,12.7,9.21,19.22,19.0,0.037,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23103,PI,TEE 16X6M,T2-1,12.7,9.21,16.21,18.3,0.071,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23105,PI,TEE 16X6M,T2-1,12.7,9.21,19.21,19.1,0.018,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23106,PI,TEE 16X6M,T2-1,12.7,9.21,20.23,17.4,0.485,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23108,PI,TEE 16X6M,T2-1,12.7,9.21,19.07,19.1,0.187,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23110,PI,TEE 16X6M,T2-1,12.7,9.21,19.42,17.4,0.346,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23111,PI,TEE 16X6M,T7-1,12.7,9.21,19.22,19.0,0.037,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23112,PI,TEE 16X6M,T7-1,12.7,9.21,16.21,18.3,0.071,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23114,PI,TEE 16X6M,T7-1,12.7,9.21,19.21,19.1,0.018,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23115,PI,TEE 16X6M,T7-1,12.7,9.21,20.23,17.4,0.485,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23117,PI,TEE 16X6M,T7-1,12.7,9.21,19.07,19.1,0.187,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23119,PI,TEE 16X6M,T7-1,12.7,9.21,19.42,17.4,0.346,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,400.0,12.7,5653.74,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,2.163
23204,PI,TEE 6X6M,T1-1,7.11,3.81,9.64,9.4,0.025,206842.71,0.0,ASME B31.3,5600.0,98.89,A815 CL WP-S S31803,AFS,150.0,7.11,10340.0,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.037
23205,PI,TEE 6X6B,T1-2,9.53,2.8,10.32,10.2,0.04,137895.14,3.0,ASME B31.3,1723.69,60.0,A234 Gr WPB,FS,150.0,9.53,655.0,40.56,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.069
23222,PI,TEE 1.5 X 1B,T1-2,3.38,1.8,4.1,4.1,0.0,115142.44,0.0,ASME B31.3,1103.16,60.0,A403 Gr WP 316L,AS,25.0,3.38,827.37,54.83,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,SS,AS,2932.967,29.329836,0.013
23223,PI,TEE 1.5 X 1B,T1-2,3.38,1.8,3.6,3.6,0.0,115142.44,0.0,ASME B31.3,1103.16,60.0,A403 Gr WP 316L,AS,25.0,3.38,827.37,54.83,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,SS,AS,2932.967,29.329836,0.013
23224,PI,TEE 1.5 X 1B,T2-2,3.38,1.8,4.1,4.1,0.0,115142.44,0.0,ASME B31.3,1103.16,60.0,A403 Gr WP 316L,AS,25.0,3.38,827.37,54.83,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,SS,AS,2932.967,29.329836,0.013
23225,PI,TEE 1.5 X 1B,T2-2,3.38,1.8,3.6,3.6,0.0,115142.44,0.0,ASME B31.3,1103.16,60.0,A403 Gr WP 316L,AS,25.0,3.38,827.37,54.83,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,SS,AS,2932.967,29.329836,0.013
23229,PI,TEE 6X6M,T1-1,7.11,3.81,9.96,8.98,0.089,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150.0,7.11,10340.0,99.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.042
23231,PI,TEE 6X6M,T1-2,7.11,5.88,8.2,8.13,0.011,199258.48,0.0,ASME B31.3,14320.41,132.22,A815 CL WP-S S31803,AFS,150.0,7.11,5067.0,121.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.014
23232,PI,TEE 6X6M,T1-2,7.11,5.88,7.0,6.6,0.067,199258.48,0.0,ASME B31.3,14320.41,132.22,A815 CL WP-S S31803,AFS,150.0,7.11,5067.0,121.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.014
23233,PI,TEE 6X6M,T1-1,7.11,5.88,8.2,8.13,0.011,199258.48,0.0,ASME B31.3,14320.41,132.22,A815 CL WP-S S31803,AFS,150.0,7.11,5067.0,121.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.014
23234,PI,TEE 6X6M,T1-1,7.11,5.88,7.0,6.6,0.067,199258.48,0.0,ASME B31.3,14320.41,132.22,A815 CL WP-S S31803,AFS,150.0,7.11,5067.0,121.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.014
23256,PI,ELBOW,E3,8.74,3.27,8.83,8.65,0.025,137895.14,3.0,ASME B31.3,15623.52,121.11,A234 Gr WPB,FS,50.0,8.74,100.0,25.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.024
23259,PI,ELBOW,E1,8.74,3.27,8.83,8.65,0.025,137895.14,3.0,ASME B31.3,15623.52,121.11,A234 Gr WPB,FS,50.0,8.74,100.0,25.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.024
23262,PI,ELBOW,E2,8.74,3.27,8.83,8.65,0.025,137895.14,3.0,ASME B31.3,15623.52,121.11,A234 Gr WPB,FS,50.0,8.74,100.0,25.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.024
23310,PI,ELBOW,E3,6.02,2.3,5.66,5.66,0.0,137895.14,3.0,ASME B31.3,1030.0,149.0,A420 Gr WPL6,FS,100.0,6.02,480.0,99.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.079
23311,PI,ELBOW,E3,6.02,2.3,5.77,5.77,0.0,137895.14,3.0,ASME B31.3,1030.0,149.0,A420 Gr WPL6,FS,100.0,6.02,480.0,99.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.079
23313,PI,ELBOW,E1,6.02,2.3,5.66,5.66,0.0,137895.14,3.0,ASME B31.3,1030.0,149.0,A420 Gr WPL6,FS,100.0,6.02,480.0,99.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.079
23314,PI,ELBOW,E1,6.02,2.3,5.77,5.77,0.0,137895.14,3.0,ASME B31.3,1030.0,149.0,A420 Gr WPL6,FS,100.0,6.02,480.0,99.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.079
23316,PI,ELBOW,E2,6.02,2.3,5.66,5.66,0.0,137895.14,3.0,ASME B31.3,1030.0,149.0,A420 Gr WPL6,FS,100.0,6.02,480.0,99.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.079
23317,PI,ELBOW,E2,6.02,2.3,5.77,5.77,0.0,137895.14,3.0,ASME B31.3,1030.0,149.0,A420 Gr WPL6,FS,100.0,6.02,480.0,99.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.079
23323,PI,TEE 6X6M,T1-1,7.11,2.8,9.36,9.22,0.013,199258.48,0.0,ASME B31.3,4200.0,132.22,A815 CL WP-S S31803,AFS,150.0,7.11,15170.0,121.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.03
23324,PI,TEE 6X6M,T1-1,7.11,5.79,10.6,10.5,0.016,199258.48,0.0,ASME B31.3,14092.88,132.22,A815 CL WP-S S31803,AFS,150.0,7.11,5067.0,121.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.028
23325,PI,TEE 6X6B,T1-2,7.11,2.8,7.26,6.63,0.057,199258.48,0.0,ASME B31.3,6450.0,132.22,A815 CL WP-S S31803,AFS,150.0,7.11,15170.0,121.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.009
23326,PI,TEE 6X6B,T1-2,7.11,5.79,6.1,6.09,0.001,199258.48,0.0,ASME B31.3,14092.88,132.22,A815 CL WP-S S31803,AFS,150.0,7.11,5067.0,121.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AS,2932.968,29.329836,0.014
23332,PI,TEE 3-10X4M,T3-1,9.27,6.19,21.02,20.94,0.082,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,250.0,9.27,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,1.081
23352,PI,TEE 6X6M,T4-1,10.97,8.39,12.34,14.87,0.144,199258.48,0.0,ASME B31.3,20684.4,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23353,PI,TEE 6X6M,T4-1,10.97,8.39,14.39,14.1,0.028,199258.48,0.0,ASME B31.3,20684.4,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23356,PI,TEE 6X6M,T3-1,10.97,8.39,12.34,14.87,0.144,199258.48,0.0,ASME B31.3,20684.4,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23357,PI,TEE 6X6M,T3-1,10.97,8.39,14.39,14.1,0.028,199258.48,0.0,ASME B31.3,20684.4,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23360,PI,TEE 6X6M,T2-1,10.97,8.39,12.34,14.87,0.144,199258.48,0.0,ASME B31.3,20684.4,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23361,PI,TEE 6X6M,T2-1,10.97,8.39,14.39,14.1,0.028,199258.48,0.0,ASME B31.3,20684.4,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23364,PI,TEE 6X6M,T1-1,10.97,8.39,12.34,14.87,0.144,199258.48,0.0,ASME B31.3,20684.4,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23365,PI,TEE 6X6M,T1-1,10.97,8.39,14.39,14.1,0.028,199258.48,0.0,ASME B31.3,20684.4,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23369,PI,TEE 6X6M,T2-1,10.97,8.39,13.76,13.0,0.077,199258.48,0.0,ASME B31.3,20684.0,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23371,PI,TEE 6X6M,T2-1,10.97,8.39,14.26,14.1,0.225,199258.48,0.0,ASME B31.3,20684.0,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23374,PI,TEE 6X6M,T1-1,10.97,8.39,13.76,13.0,0.077,199258.48,0.0,ASME B31.3,20684.0,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
23376,PI,TEE 6X6M,T1-1,10.97,8.39,14.26,14.1,0.225,199258.48,0.0,ASME B31.3,20684.0,132.22,A815 CL WP-S S31803,AFS,150.0,10.97,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
