CatalogProfile,FeatureName,InspPointName,NWT,MAWT,FirstWT,LastWt,MeasCrRate,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Nominal-Wall-Thickness,Operating-Pressure,Operating-Temperature,Quality-Factor,Kavg,MassButane,MassCOTwo,MassEthane,MassiButane,MassiPentane,MassMethane,MassnHeptane,MassNitrogen,MassPentane,MassPropane,MassWater,MWButane,MWCOTwo,MWEthane,MWiButane,MWiPentane,MWMethane,MWnHeptane,MWNITROGEN,MWPentane,MWPropane,MWWater,Matcat,Mattyp,SumofMass,SumofMW,Volumeofrelease
1,91,193,5.54,1.8,10.13,6.04,0.303,137895.14,3,0,1689.22,121,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.328
1,91,173,5.54,1.8,7.65,5.8,0.139,137895.14,3,0,1689.22,121,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.328
1,91,173,5.54,1.8,10.13,6.04,0.303,137895.14,3,0,1689.22,121,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.328
1,100,192,18.26,3.37,21.23,22.28,1.153,199258.48,0,0,8100,132.2,11,0,150,18.26,15060,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.536
1,100,210,18.26,3.37,21.23,22.28,1.153,199258.48,0,0,8100,132.2,11,0,150,18.26,15060,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.536
1,100,172,18.26,3.37,21.23,22.28,1.153,199258.48,0,0,8100,132.2,11,0,150,18.26,15060,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.536
1,100,204,18.26,3.37,21.23,22.28,1.153,199258.48,0,0,8100,132.2,11,0,150,18.26,15060,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.536
1,100,212,18.26,3.37,21.23,22.28,1.153,199258.48,0,0,8100,132.2,11,0,150,18.26,15060,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.536
1,102,210,18.26,2.8,24.34,24.32,0.002,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,210,18.26,2.8,20.56,19.96,0.065,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,212,18.26,2.8,24.34,24.32,0.002,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,212,18.26,2.8,20.56,19.96,0.065,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,172,18.26,2.8,24.34,24.32,0.002,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,172,18.26,2.8,20.56,19.96,0.065,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,192,18.26,2.8,24.34,24.32,0.002,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,192,18.26,2.8,20.56,19.96,0.065,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,214,18.26,2.8,24.34,24.32,0.002,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,214,18.26,2.8,20.56,19.96,0.065,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,204,18.26,2.8,24.34,24.32,0.002,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,102,204,18.26,2.8,20.56,19.96,0.065,199258.48,0,0,3000,132.2,11,0,150,18.26,10400,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.732
1,100,210,18.26,4.46,25.2,23.32,0.463,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,210,18.26,4.46,22.4,22.13,0.065,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,172,18.26,4.46,25.2,23.32,0.463,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,172,18.26,4.46,22.4,22.13,0.065,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,192,18.26,4.46,25.2,23.32,0.463,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,192,18.26,4.46,22.4,22.13,0.065,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,214,18.26,4.46,25.2,23.32,0.463,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,214,18.26,4.46,22.4,22.13,0.065,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,216,18.26,4.46,25.2,23.32,0.463,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,216,18.26,4.46,22.4,22.13,0.065,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,204,18.26,4.46,25.2,23.32,0.463,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,204,18.26,4.46,22.4,22.13,0.065,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,212,18.26,4.46,25.2,23.32,0.463,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,212,18.26,4.46,22.4,22.13,0.065,199258.48,0,0,2750,149,11,1,150,18.26,10800,120,1,1.289469,38.3592,288.2655,163.8815,40.684,23.088,1192.16712,8.0168,33.0636,15.873,138.8835,125.2112,0.40684,2.883,1.638815,0.383592,0.23088,11.921671,0.08,0.331,0.15873,1.388835,1.252112,1,0,2109.298,21.094185,0.405
1,100,212,18.26,3.94,25.3,25.01,0.121,199258.48,0,0,9500,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,0.909
1,100,172,18.26,3.94,25.3,25.01,0.121,199258.48,0,0,9500,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,0.909
1,100,218,18.26,3.94,25.3,25.01,0.121,199258.48,0,0,9500,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,0.909
1,100,192,18.26,3.94,25.3,25.01,0.121,199258.48,0,0,9500,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,0.909
1,99,193,7.11,3.32,7.74,7.67,0.062,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,193,7.11,3.32,7.57,7.37,0.178,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,193,7.11,3.32,7.79,7.7,0.657,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,193,7.11,3.32,7.49,7.29,0.178,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,193,7.11,3.32,7.41,7.3,0.803,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,193,7.11,3.32,7.27,7.26,0.008,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,193,7.11,3.32,7.82,7.52,0.949,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,193,7.11,3.32,8.24,8.04,1.461,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,193,7.11,3.32,7.87,7.63,1.753,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,193,7.11,3.32,8.24,8.14,0.73,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,213,7.11,3.32,7.74,7.67,0.062,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,213,7.11,3.32,7.57,7.37,0.178,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,213,7.11,3.32,7.79,7.7,0.657,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,213,7.11,3.32,7.49,7.29,0.178,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,213,7.11,3.32,7.41,7.3,0.803,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,213,7.11,3.32,7.27,7.26,0.008,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,213,7.11,3.32,7.82,7.52,0.949,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,213,7.11,3.32,8.24,8.04,1.461,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,213,7.11,3.32,7.87,7.63,1.753,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,213,7.11,3.32,8.24,8.14,0.73,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,201,7.11,3.32,7.74,7.67,0.062,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,201,7.11,3.32,7.57,7.37,0.178,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,201,7.11,3.32,7.79,7.7,0.657,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,201,7.11,3.32,7.49,7.29,0.178,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,201,7.11,3.32,7.41,7.3,0.803,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,201,7.11,3.32,7.27,7.26,0.008,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,201,7.11,3.32,7.82,7.52,0.949,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,201,7.11,3.32,8.24,8.04,1.461,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,201,7.11,3.32,7.87,7.63,1.753,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,201,7.11,3.32,8.24,8.14,0.73,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,207,7.11,3.32,7.74,7.67,0.062,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,207,7.11,3.32,7.57,7.37,0.178,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,207,7.11,3.32,7.79,7.7,0.657,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,207,7.11,3.32,7.49,7.29,0.178,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
1,99,207,7.11,3.32,7.41,7.3,0.803,199258.48,0,0,8000,149,11,0,150,7.11,11200,100,1,1.296642,11.0428,1763.4807,68.2589,9.8804,5.0505,649.82091,7.0147,20.7348,4.329,38.7992,265.55584,0.098804,17.635,0.682589,0.110428,0.050505,6.498209,0.07,0.207,0.04329,0.387992,2.655558,1,4,2858.008,28.580366,0.79
